lineID	SPEAKER		BADLY TRANSLATED	
8313	objMermaid2		I want to defeat {wiggle}you!{/wiggle}	
8314	objMermaid2		Leg pain	
8315	objMermaid3		What do you think of this article?	
8316	objMermaid2		laughter	
				
8317	objMiles		Quietly...	
8318	objMiles		Oh	
8319	objMiles		Abandoned prisoners.	
8320	objMiles		I heard	
8321	objMiles		Cancer	
				
8322	objMiles		I'm working on a new project.	
8323	objMiles		A happy child no longer worries.	
8324	objMiles		Finally, you can call a doctor.	
8325	objMiles		Now we have factories all over the world ... Do you hear?	
8326	objMiles		We do things that change the world.	
8327	objMiles		LeBron might have an interesting idea.	
8328	objMiles		But the boy managed it all	
8329	objMiles		They took us.	
8330	objMiles		Not a nice shopping town, but ...	
8331	objMiles		They say it's a new skill.	
8332	objMiles		you have a problem	
8333	objMiles		How much does it cost ...	
8334	objMiles		I think it's free	
8335	objMiles		I'm not sure	
8336	objMiles		If you want to do something about the expansion ...	
8337	objMiles		Is this my real life?	
8338	objMiles		This is very good	
				
8339	objBard		Do you want to destroy plants?	
8340	objMiles		So here it is! {shake}Hi!{/wiggle}	
8341	objMiles		lie...	
8342	objMiles		But I love this article	
8343	objMiles		Why do you hate me so much?	
8344	objMiles		I have it all	
8345	objMiles		find a {shake}stranger{/shake}	
8346	objMiles		I hate your face.	
8347	objMiles		I get arrested every day!	
8348	objMiles		guidance	
8349	objMiles		He was worried about being killed all day ...	
8350	objMiles		Whether you are rich or not.	
8351	objMiles		If your pastor ...	
8352	objMiles		whose	
8353	objMiles		do not tell anyone	
8354	objMiles		Do you want to prepare ...	
8355	objMiles		If it's really bad ...	
8356	objMiles		Playing kids	
8357	objMiles		I can not believe you have sold it.	
8358	objMiles		Good post!	
8359	objMiles		Give me ...	
				
8360	objMiles		I want a flood.	
8361	objMiles		What a friend he is!	
8362	objMiles		Listen!	
8363	objMiles		I'm lucky the bird, I go with it.	
8364	objMiles		at the agreed time	
8365	objMiles		I love the language	
8366	objMiles		Best of luck to all!	
8367	objMiles		A happy childhood began.	
8368	objMiles		Best Gifts for Kindergarten Children Worldwide.	
8369	objMiles		I want a flood.	
8370	objMiles		she is a woman	
8371	objMiles		Congratulations:	
				
8372	objMiles		Transport	
8373	objMiles		I look forward to it every day ...	
8374	objMiles		But I do not think so.	
8375	objMiles		child ready to die	
8376	objMiles		I wish you {shake}good{/shake} luck	
8377	objMiles		It looks like the shell has been removed.	
8378	objMiles		I think it is funny...	
8379	objMiles		Now you can do {shake}nothing.{/shake}	
8380	objMiles		Transport	
8381	objMiles		I did not really know what to do.	
8382	objMiles		I think it's time to move on.	
8383	objMiles		I need clean food in my life.	
8384	objMiles		Everything you need!	
8385	objMiles		I wrote a letter...	
8386	objMiles		Yes, it's coming later ...	
				
8387	objBard		{size 1.5}So here it is! It's really different.	
8388	objBard		Mary, what do you mean?	
8389	objBard		I LO? For confirmation?	
8390	objMiriam		{size .75}Look here	
8391	objBard		I LO? For confirmation?	
8392	objMiriam		{size .75}Number.	
8393	objMiriam		pink peach	
8394	objMiriam		Print ...	
8395	objMiriam		it's bad now	
8396	objBard		{size 1}...	
8397	objBard		I want to help you, Mary.	
8398	objMiriam		Transport	
				
8399	objMiriam		Get to know the city ...	
8400	objMiriam		This month I became CEO.	
8401	objMiriam		Queen of the Moon	
8402	objMiriam		If you understand...	
8403	objMiriam		I learned to sing.	
8404	objMiriam		And read the songs	
8405	objMiriam		Happy mushrooms!	
8406	objMiriam		I do not know why	
8407	objMiriam		I'm with you too ...	
8409	objMiriam		Is that normal now?	
8410	objMiriam		Although this is a last resort.	
8411	objMiriam		But we will serve you	
8412	objMiriam		Has this project been a success?	
8413	objBard		Come on!	
8414	objBard		Why are we so happy?	
8415	objBard		Can you elaborate on that?	
8416	objBard		Is it legal? Transport	
8417	objBard		attack!	
8418	objBard		bong	
8419	objMiriam		Or else ...	
8420	objMiriam		I heard about the Hex Queen work ...	
8421	objMiriam		How to become a princess?	
8422	objBard		But the princess died.	
8423	objMiriam		Great power	
8424	objMiriam		Not good, but ...	
8425	objMiriam		Hero buys time ...	
8426	objMiriam		That's good news for us.	
8427	objMiriam		Do you have other questions?	
8428	objMiriam		Hi!	
8429	objMiriam		Look here	
8430	objMiriam		But then I won.	
8431	objBard		Do you think it's good?	
8432	objMiriam		I think ...	
8433	objMiriam		But what should we do?	
8434	objMiriam		When ignorance struggles	
8435	objMiriam		Okay.	
8436	objBard		Transport	
8437	objMiriam		Not so long ago.	
8438	objMiriam		Remember, we must {wiggle}save the world.{/wiggle}	
8439	objMiriam		I do not have time to do {wiggle}everything{/wiggle} ...	
8440	objMiriam		Do you have other questions?	
8441	objMiriam		I do not know.	
8442	objMiriam		... n ...	
8443	objMiriam		in the spirit of the world	
8444	objMiriam		It's not true ...	
8445	objMiriam		Your opinion and advice	
8446	objMiriam		So it's not true that her parents died.	
8447	objMiriam		People also notice the difference	
8448	objMiriam		{size .8}(This is completely different from the main story ...)	
8449	objMiriam		{size 1}The boundaries are varied and varied.	
8450	objMiriam		They are not	
8451	objMiriam		It was impossible to see them all.	
8452	objMiriam		{size 1}He lives in a shop in front of the palace ...	
8453	objMiriam		This is the "eye".	
8454	objMiriam		Maybe we're here.	
8455	objMiriam		I think that's normal	
8456	objMiriam		do nothing ...	
8457	objMiriam		homosexual	
8458	objMiriam		And if you will.	
8459	objMiriam		Do you have other questions?	
8460	objMiriam		Actually	
8461	objMiriam		Now I say the same thing.	
8462	objMiriam		how many options	
8463	objMiriam		Equivalent to...	
8465	objMiriam		they forgive me	
8466	objMiriam		I'm ready to be promoted	
8467	objBard		YOUNG! Transport	
8468	objBard		Mary, I can be with you.	
8469	objMiriam		Hi!	
8472	objMiriam		Do you have other questions?	
8473	objMiriam		Well! reliable.	
8474	objMiriam		Inflammation	
				
8475	objBard		he works	
8476	objMiriam		I think ...	
8477	objMiriam		But nothing {wiggle}was{/wiggle} discussed.	
8478	objMiriam		{wiggle}session{/wiggle}	
8479	objMiriam		I have a blood clot	
8480	objMiriam		do yourself a favour	
8482	objBard		Does your father drink alcohol?	
8483	objMiriam		I do not know.	
8484	objMiriam		I do not know	
8485	objBard		plum	
8486	objMiriam		I stay with my grandmother for a long time.	
8487	objMiriam		He said he was young ...	
8488	objMiriam		One day it will come to me ...	
8489	objMiriam		But he stopped talking	
8490	objMiriam		He promised	
8491	objBard		plum	
8492	objBard		How ...	
8493	objBard		He loves me so much and it hurts me.	
8494	objMiriam		This is my opinion	
8495	objMiriam		All you need is Chef Lola.	
8496	objMiriam		I forgot that something is missing.	
8497	objMiriam		But I live ...	
8498	objMiriam		Give it a try	
8499	objMiriam		Little...	
8500	objMiriam		Most popular actors ...	
8501	objMiriam		What do you see?	
8502	objMiriam		it is sin	
8503	objMiriam		Introduction:	
8504	objMiriam		But madness is considered.	
8505	objMiriam		I do not want to see you	
8506	objMiriam		I'm not sure.	
8507	objMiriam		||{size .6}But the main character can not do anything ...	
8508	objBard		{}Hey, Miss Earth!	
8509	objMiriam		marriage	
8510	objMiriam		I touch it in my mind! the filter is ready	
8511	objBard		World Health Organization ...	
8512	objBard		After the...	
8513	objMiriam		Hi!	
8514	objMiriam		That, of course, can be wrong.	
8517	objMiriam		{wiggle}Please check.{/wiggle}	
				
8519	objMiriam		Transport	
8520	objMiriam		That's why I look at flowers ...	
8521	objMiriam		That's not what we want.	
8522	objMiriam		But soon	
8524	objMiriam		Very good	
8525	objMiriam		The rest is up to you.	
8526	objMiriam		I managed	
8527	objMiriam		In the closet with the hero	
8528	objMiriam		The good news is clear.	
8529	objMiriam		A great game from an actor in a hotel ...	
8530	objMiriam		Back to	
				
8531	objMiriam		{name}! Transport	
8532	objMiriam		we are in hell	
8533	objMiriam		{shake .8}Happy character!{/wiggle} Transport	
8534	objMiriam		You {wiggle}know{/wiggle} we can not buy good wine.	
8535	objMiriam		He will surprise us. Transport	
8536	objMiriam		But we can be ourselves without laughing.	
8537	objMiriam		I remember that moment	
8538	objMiriam		But I really know ...	
8539	objMiriam		Innu ...	
8541	objMiriam		This is what you need.	
8542	objMiriam		They are just flowers and trees.	
8543	objMiriam		Sounds good.	
8544	objMiriam		WHAT DO YOU THINK?	
8545	objMiriam		So we decided to help ourselves ...	
8546	objMiriam		But we can take them to war.	
8547	objMiriam		So I admit I lied ...	
8548	objMiriam		But their faith is in doubt.	
8549	objMiriam		Maybe Alice is with us.	
8550	objBard		I do not know if I can live with it.	
8551	objMiriam		There's nothing I can do! Sunday!	
8552	objMiriam		I'm {shake .3}happy{/shake}	
8553	objMiriam		{size .7}but{/size} ...	
				
8555	objMiriam		* Hmm *.	
8556	objMiriam		I will try ...	
8557	objMiriam		Accent! I agree with you _.	
8558	objMiriam		Love ...	
8559	objMiriam		I hope everything goes well.	
8560	objBard		{wiggle}I{/wiggle} completely trust {wiggle}you{/wiggle}, Maria.	
8561	objMiriam		Transport	
8562	objMiriam		plum	
8563	objMiriam		Maybe you'm out of town?	
8564	objMiriam		Ready to meet your teacher ...	
8565	objMiriam		help me	
				
8566	objMiriam		I am!	
8567	objMiriam		Do you want to meet?	
8568	objMiriam		Tell me if you want to move.	
8569	objMiriam		Are you ready to go?	
8570	objBard		Love ...	
8571	objBard		YOUNG!	
8572	objMiriam		plum	
8573	objMiriam		tell me	
8574	objSaphy		{wiggle .5}† Price	
8575	objSaphy		Miriam, are you free?	
8576	objSaphy		Is this a friend?	
8577	objSaphy		Loss.	
8578	objSaphy		Be careful if you want to eat.	
8579	objMiriam		{}Would you like to have lunch with us?	
8580	objBard		Very good!	
				
8581	objBard		Number of animals ...	
8582	objBard		Transport	
8583	objMiriam		{size .25}Sing out loud!	
8584	objBard		{size 1.25}Number of animals correct	
8585	objBard		{}For confirmation? Transport	
8586	objMiriam		{size .5}Number.	
8587	objMiriam		pink peach	
8588	objMiriam		Print ...	
8589	objMiriam		Go with it.	
				
8590	objMiriam		Try again?	
8591	objBard		Room...	
8592	objBard		YOUNG!	
8593	objMiriam		hmmm	
8594	objMiriam		very similar ...	
				
8595	objMiriam		So here it is! ... steps.	
8596	objMiriam		Who is it?	
8597	objMiriam		What are {shake}you{/shake} doing here????	
8598	objBard		I do not know!	
8599	objBard		What are {shake}you{/shake} doing here?	
8600	objMiriam		These are	
8601	objBard		Mary, I have {wiggle}found{/wiggle}.	
8602	objMiriam		It is expected that ...	
8603	objMiriam		Transport	
8604	objMiriam		I understand	
8605	objMiriam		Hey Hey hey	
8606	objMiriam		{shake .5}False.{/shake}	
8607	objBard		I know you love the game.	
8608	objMiriam		I do not know!	
8609	objMiriam		In general ...	
8610	objMiriam		Print ...	
8611	objMiriam		Transport	
8612	objMiriam		I do not know ...	
8613	objMiriam		well	
8614	objMiriam		anyone ...	
8615	objMiriam		Then ...	
8616	objMiriam		I'm tired ...	
8617	objMiriam		There is no time ...	
8618	objMiriam		I want to play	
8619	objMiriam		It does not matter if you remember me or not.	
8620	objBard		Come on!	
8621	objBard		I want to play	
8622	objBard		So here it is!	
8623	objBard		Oh no!	
8624	objBard		I heard you say ...	
8625	objMiriam		You! Great power	
8626	objBard		Delphi has monsters ...	
8627	objBard		Okay	
8628	objBard		And where!	
8629	objMiriam		but ...	
8630	objMiriam		No problem?	
8631	objBard		News ...	
8632	objBard		Protect the whole city.	
8633	objBard		Mary is beautiful.	
8634	objMiriam		{size .7}I hope you all like it ...{/size}	
8635	objBard		One pig!	
8636	objBard		Bongo ...	
8637	objBard		Bongo ...	
8638	objBard		You know	
8639	objMiriam		Up	
8640	objMiriam		I...	
8641	objMiriam		go ...	
8642	objMiriam		What is this?	
8643	objBard		So here it is!	
8644	objBard		Lee:	
8645	objBard		You know	
8646	objMiriam		Number.	
8647	objMiriam		So ... I do not understand	
8648	objMiriam		I thought	
8649	objMiriam		Woman...	
8650	objMiriam		Always know what you are doing.	
8651	objBard		False.	
8652	objMiriam		...	
8653	objMiriam		Neniel	
8654	objMiriam		Print ...	
8655	objMiriam		you know who you are	
8656	objBard		False.	
8657	objMiriam		Verification	
8658	objMiriam		Actually	
8659	objMiriam		dying...	
8660	objMiriam		Verification	
8661	objMiriam		She is very happy.	
8662	objMiriam		it works easily	
8663	objBard		season!	
8664	objMiriam		Transport	
8665	objMiriam		It is not mine	
8666	objMiriam		what are you doing	
8667	objBard		how many options	
8668	objBard		she is a woman	
8669	objMiriam		what are you doing	
8670	objMiriam		I'm not kidding	
8671	objBard		I do not know!	
8672	objMiriam		Transport	
8674	objBard		It may not be easy.	
8675	objBard		I work hard	
8676	objBard		much to me	
8678	objMiriam		Actually	
8679	objMiriam		But rest assured.	
8680	objMiriam		For example, Katie left.	
8681	objMiriam		Sief and heroes:	
8682	objMiriam		and other.	
8683	objMiriam		get used to it again	
8684	objBard		I do not know if it really exists or not.	
8685	objBard		juniper ...	
8686	objBard		I'm not talking about that	
8687	objMiriam		Do you want to be a hero?	
8688	objBard		Hi!	
8689	objBard		I do not want to worry	
8690	objBard		well done	
8691	objBard		Woman completely ...	
8692	objBard		I have a problem	
8693	objMiriam		sit next to me	
8694	objBard		you do not need	
8695	objBard		Why are you so brave?	
8696	objBard		I want to change.	
8697	objBard		And he will save the earth	
8698	objBard		But I'm not a normal human being	
8700	objBard		this is acceptable	
8701	objBard		Make it special every year	
8702	objBard		The good news is that the war is not over.	
8703	objBard		I'm tired	
8704	objBard		But wrong ...	
8705	objBard		How hard is it to find?	
8706	objBard		I did not change anything	
8707	objMiriam		thought	
8708	objBard		how many options	
8711	objMiriam		Shame ... a creature.	
8712	objMiriam		See ... Help ...	
8713	objMiriam		it's in your head	
8714	objMiriam		you have no power	
8715	objMiriam		How ...	
8717	objMiriam		But he asked	
8718	objMiriam		it's all complicated	
8719	objMiriam		Way...	
8720	objMiriam		Transport	
8721	objMiriam		It does not matter...	
8722	objMiriam		There	
8723	objMiriam		you are not my gift	
8724	objMiriam		But he is still the same to me	
8725	objMiriam		Then ...	
8726	objMiriam		Meng Motor ...	
8727	objMiriam		Print ...	
8728	objMiriam		It sounds good	
8729	objMiriam		you should be	
8730	objBard		thank you	
8731	objMiriam		Beautiful	
8732	objBard		YOUNG! Transport	
8733	objMiriam		I do not know.	
8734	objMiriam		Print ...	
8735	objMiriam		I'm a father	
8736	objBard		YOUNG! Transport	
8737	objBard		I'm glad you like it	
8738	objMiriam		This is the issue of Delphi.	
8739	objMiriam		game...	
8740	objBard		YOUNG! Transport	
8741	objMiriam		I miss you Nur	
8742	objMiriam		But stop that song now.	
8743	objBard		Number of animals correct	
8744	objBard		he loves music	
8745	objBard		Before anything else	
8746	objMiriam		I live where I grew up.	
8747	objMiriam		It makes me think of home	
8748	objMiriam		a magical city	
8749	objMiriam		No assets.	
8750	objMiriam		understand	
8751	objMiriam		But now	
8752	objMiriam		I love so much ...	
8753	objMiriam		music	
8754	objMiriam		grandma touches me	
8755	objMiriam		my blush	
8756	objMiriam		things that make me happy	
8757	objBard		Here's Mary.	
8758	objBard		Do you mean snacks and snacks?	
8759	objMiriam		Transport	
8760	objMiriam		I've played here	
8761	objMiriam		I have nothing to say.	
8762	objMiriam		I want to eat food	
8763	objMiriam		The time has come	
8764	objMiriam		nothing, please	
8765	objBard		Well!	
				
8766	objBard		Oh no!	
8767	objMiriam		{shake}Greg! Transport	
8768	objBard		{}you have a toothbrush	
8770	objMiriam		{shake .7}Here it is	
8771	objMiriam		I want to do the basics.	
8772	objMiriam		But brushes are cheaper.	
8773	objMiriam		{shake .7}They are not	
8775	objMiriam		2 meters from the room. Transport	
8776	objMiriam		options	
8777	objMiriam		Will you be with?	
8778	objBard		{}Gamilta!	
8779	objBard		Here is your voice.	
8780	objMiriam		{shake .7}Wallet, money:	
8781	objBard		{}Learn to be calm.	
8782	objMiriam		{shake}this is a road sign	
8783	objBard		{}Poems can be interesting.	
8784	objBard		It's not just the nature of your friends	
8785	objBard		But it works like real magic.	
8786	objMiriam		{shake .7}Okay	
8787	objMiriam		{shake .7}plum	
8788	objMiriam		I do not need a car ...	
8789	objMiriam		mole cookies	
8790	objMiriam		Beware of those who come to the fort.	
8791	objMiriam		I learned to fly	
8792	objMiriam		we work together	
8793	objMiriam		{shake}Title *	
8794	objMiriam		{shake .7}Too small ...	
8795	objMiriam		I want your brush.	
8796	objMiriam		Anyone can do this.	
8797	objMiriam		I'm stupid too!	
8798	objMiriam		Now I think I'm a witch ...	
8799	objMiriam		Not good ...	
8800	objBard		{}Gamilta!	
8801	objBard		Analysis failed ...	
8802	objMiriam		{shake}But you're not a witch.	
				
8803	objMiriam		So I made a filter here ...	
8804	objBard		net aren?	
8805	objMiriam		Creating your own unique ...	
8806	objMiriam		I bought something from him	
8807	objMiriam		But filtering is not possible	
8808	objMiriam		I used my skills in Delphi.	
8809	objBard		What skills do {wiggle}you{/wiggle} have?	
8810	objMiriam		World Health Organization ...	
8811	objMiriam		I told her well ...	
8812	objMiriam		to solve any problem	
8813	objMiriam		This is insane.	
8814	objBard		Holy Mary! Transport	
8815	objBard		What do you want to prepare for delivery?	
8816	objMiriam		GAPHO!	
8817	objMiriam		well	
8818	objMiriam		I do not know ...	
8819	objMiriam		Bhuti ...	
8820	objMiriam		But it is very important to change it when one is drunk.	
8821	objMiriam		It has smart apps.	
8822	objMiriam		you have done so much for us	
8823	objMiriam		Hannert.	
8824	objMiriam		I mean, if I fall, I'm going to be a witch.	
8825	objMiriam		but it is not the same	
8826	objMiriam		I do not expect to hit everyone here ...	
8827	objMiriam		Best feel at home	
8828	objMiriam		I have not heard that for a {wiggle}while{/wiggle}.	
8829	objMiriam		But I do not know if it's good or bad ...	
8830	objBard		He loves you.	
8831	objMiriam		Hi!	
8832	objMiriam		Slightly ...	
8833	objMiriam		I want to know ...	
8834	objMiriam		If I do not understand?	
8835	objMiriam		What will you do when the world ends?	
8836	objMiriam		At that point, I last saw him.	
8837	objBard		I'm not talking about that	
8838	objMiriam		Okay	
8839	objBard		Mary I will wait for you.	
8840	objBard		they forgive me	
8841	objBard		Traffic accident. .	
8842	objBard		Do not think for yourself!	
8843	objBard		Why ... separate from me.	
8844	objMiriam		Judas	
				
8845	objMiriam		This campus is magical.	
8846	objMiriam		I do not think school is magic.	
8847	objMiriam		That's right ... I'm tired of reading.	
8848	objBard		Who is it?	
8849	objBard		Mary the Great Witch!	
8850	objMiriam		GAPO shipping	
8851	objMiriam		So what do you learn?	
8852	objMiriam		Make a good mark.	
8853	objMiriam		Learning is a waste of time	
8854	objMiriam		Hi ...	
8855	objMiriam		I would do well, would I not?	
8856	objBard		Give it a try!	
8857	objBard		Magic is described as "modern music".	
8858	objBard		GAPHO!	
8859	objBard		you came all the way ...	
8860	objBard		I like music ...	
8861	objBard		Magical time!	
8862	objBard		easy	
8863	objBard		Magic music!	
8864	objBard		I always knew music was good.	
8865	objMiriam		I've been using magic all my life ...	
8866	objMiriam		{shake 1}I do not know{/wiggle}	
8867	objMiriam		Do you think ...	
8868	objMiriam		I live like this.	
8869	objMiriam		Bread...	
8870	objMiriam		Have you seen Laura Chaffee?	
8871	objMiriam		You never taught me anything ...	
8872	objMiriam		We go out and do something.	
8873	objMiriam		he made fun of me	
8874	objMiriam		if you think so	
8875	objMiriam		What can you learn ...	
8876	objMiriam		Size...	
8877	objBard		magic music	
8878	objBard		Probably a lot of stress.	
8879	objBard		This song is a secret, Mary.	
8880	objMiriam		Wallet, money:	
8881	objMiriam		Number.	
8882	objMiriam		As music ...	
8883	objMiriam		Numbers in alphabetical order ...	
8884	objMiriam		budget choices	
8885	objBard		{shake}Wallet, money:{/shake}	
8886	objBard		{shake}Mary's head{/shake}	
8887	objBard		Not now! Transport	
8888	objBard		It's not just music.	
8889	objBard		I'm an expert I trust.	
8890	objBard		I can not hear music ...	
8891	objBard		The whole world is like that.	
8892	objBard		{wiggle}no one{/wiggle} understands everything	
8893	objMiriam		Woman	
8894	objMiriam		There is no magic on me or my computer.	
8895	objMiriam		But in short, I love myself.	
8896	objBard		I think that's good.	
8897	objBard		Other sources:	
8898	objBard		Maybe that's why.	
8899	objMiriam		Actually	
8900	objMiriam		But I do not know what I want to read	
8901	objBard		Science is fun!	
8902	objMiriam		plum	
				
8903	objMiriam		I see the whole stadium!	
8904	objMiriam		there are many here	
8905	objMiriam		{size .7}(these are ...)	
8906	objMiriam		{}Sounds interesting!	
8907	objMiriam		Great video	
8908	objMiriam		It is cold	
8909	objMiriam		or sheep	
8910	objMiriam		I'm doing everything right	
8911	objMiriam		Delphi not found	
8912	objMiriam		But the door ...	
8913	objMiriam		It looks like we're having a strong wind.	
8914	objMiriam		He grew up under a dolphin tree.	
8915	objMiriam		And that is how it is	
8916	objMiriam		I do not think that is right	
8917	objMiriam		But I forgot the taste of mushrooms ...	
8918	objMiriam		Comparison	
8919	objMiriam		Do you live here?	
8920	objMiriam		I do not need to speak.	
8921	objMiriam		I do not know where ...	
8922	objMiriam		I want to know.	
8924	objMiriam		Guess who came out first.	
8925	objMiriam		After all, I grew up here.	
8926	objMiriam		I do not know why, but I can say.	
				
8927	objMiriam		The magic thread is called a brush.	
8928	objMiriam		I do not know why you think so.	
8929	objMiriam		Transport	
8930	objMiriam		{size .7}It's all stupid ...	
8931	objBard		{size 1}I got no money.	
8932	objMiriam		My dear...	
8933	objMiriam		always for us	
8934	objMiriam		It's possible	
8938	objMiriam		If you can not fly, then ...	
8939	objMiriam		You can not move around the city.	
8940	objMiriam		Now you know the value.	
8941	objMiriam		I want to see this city.	
8942	objMiriam		I do not know much about magic.	
8943	objMiriam		do not know about the princess.	
8944	objMiriam		This is a Duke song.	
8946	objBard		Do not be afraid of Meryem.	
8947	objBard		I have a {wiggle}project!{/wiggle}	
8948	objMiriam		So here it is! We will. You see the queen.	
8949	objBard		Very good!	
8950	objMiriam		Look downstairs.	
8951	objMiriam		Clean ... good.	
				
8952	objMiriam		{wiggle}World Health Organization ...{/wiggle}	
8953	objMiriam		I had no idea it was not a city.	
8954	objMiriam		I stayed in the boat all day.	
8955	objBard		He's like a thief.	
8956	objBard		Do you remember Meryem?	
8957	objMiriam		insiegha	
8958	objMiriam		According to me	
8959	objMiriam		That's all.	
8960	objBard		YOUNG! We get the Pirates!	
8961	objBard		I love coffee and ...	
8962	objBard		Transport	
8963	objBard		Hewu! You are very beautiful	
8964	objMiriam		sometimes i need you	
8965	objMiriam		Injuries have not occurred.	
8966	objMiriam		Where do witches come from?	
8967	objMiriam		Does my family live here?	
8968	objMiriam		Transport	
8969	objMiriam		it was fun	
8970	objMiriam		I'm meeting another month.	
8971	objMiriam		The Magic Kingdom Lola Shoppe ...	
8972	objMiriam		But I do not think so.	
8973	objMiriam		I'm the only witch in Delphi.	
8974	objMiriam		It seemed strange to me.	
8975	objMiriam		National ...	
8976	objMiriam		Dear friend, do not invite me.	
8977	objMiriam		Because you ...	
8978	objMiriam		It is expected that ...	
				
8979	objMiriam		When my grandmother was young, she used a brush ...	
8981	objMiriam		He said he would be with me when I grew up.	
8982	objMiriam		The day you gave me a gift ...	
8983	objMiriam		Be the happiest person in my life ...	
8984	objMiriam		March...	
8985	objBard		{}Hi Miriam.	
8986	objMiriam		Transport	
8987	objMiriam		where are you going now	
8988	objMiriam		More external links ...	
8989	objMiriam		The fool gets what he wants.	
8990	objMiriam		Do you want to clean up?	
8991	objMiriam		I said I was eaten alive.	
8993	objBard		I want to know ...	
8994	objMiriam		I do not know.	
8995	objMiriam		but she is happy	
8996	objMiriam		you want to call me	
				
8999	objMiriam		For confirmation? bong	
9000	objBard		hit me	
9001	objMiriam		plum	
9002	objMiriam		I hope you eat.	
9003	objBard		So you want to stay here?	
9004	objMiriam		But not {quake}{shake}clothes.{/shake}	
9005	objMiriam		I have a hole to clean	
9006	objMiriam		nothing, please	
9007	objMiriam		In fact, this is the best thing that has ever happened to me.	
9008	objMiriam		I can no longer work.	
9009	objMiriam		pink peach	
9010	objMiriam		I hate bad witches.	
9011	objMiriam		Are you sweating there?	
9012	objBard		I do not know!	
9013	objMiriam		to convince you	
9014	objMiriam		Is he not kind?	
				
9015	objMiriam		I'm taking medicine	
9016	objMiriam		Jones shoots.	
9017	objMiriam		They go into the woods and take a deep breath.	
9018	objMiriam		How much does it cost ...	
9019	objBard		Did you make your own as a child?	
9020	objMiriam		Transport	
9021	objMiriam		Art filter ...	
9022	objMiriam		I miss Lola.	
9023	objMiriam		And this is love	
9024	objMiriam		he likes to drink a lot	
9025	objMiriam		I do not know what to do ...	
9026	objMiriam		I think you are right	
9027	objMiriam		Do not eat for free ...	
9028	objMiriam		Well ... you {wiggle}can{/wiggle} find it here.	
9029	objMiriam		Innu ...	
				
9030	objMiriam		food	
9031	objBard		Welcome	
9032	objMiriam		reliable.	
9033	objMiriam		It will continue.	
9034	objMiriam		Transport	
9035	objBard		Transport	
9036	objMiriam		For there is nothing.	
9037	objBard		how many options	
9038	objMiriam		little	
9039	objMiriam		But they can be combined with any other clothing or color.	
9040	objBard		plum	
9041	objMiriam		Frogs must live.	
9042	objBard		plum	
9043	objMiriam		If I can	
9044	objMiriam		There is a container that can be used at home.	
9045	objMiriam		So we can not see the stars.	
				
9046	objMiriam		C *	
9047	objMiriam		{shake}Prose!{/shake} Transport	
9048	objMiriam		not here ...	
9049	objMiriam		Kill a man with a sharp sword ...	
9050	objMiriam		are we in {shake}kindergarten?{/shake}	
9052	objMiriam		If I were there, I would have flowers that I do not need ...	
9053	objMiriam		{wiggle}Why?{}	
9054	objMiriam		If we forget that, the earth will fall.	
9055	objMiriam		{shake .5}You can find wedding leaves in your garden.{/shake}	
9056	objMiriam		But I do not think it should change, no.	
				
9057	objMiriam		I agree to some food ...	
9058	objMiriam		In history...	
9059	objMiriam		I just decided ...	
9060	objBard		{quake}{shake}what character ,,,, who?{/shake} Transport	
9061	objBard		What do you think of brides?	
9062	objMiriam		Fun scene!	
9063	objBard		We asked!	
9064	objBard		It's just beautiful flowers.	
9065	objMiriam		wear a jacket	
9066	objMiriam		{wiggle .5}What do you think of my grandmother?{/wiggle} Very fine	
9067	objMiriam		You do not know Grandma!	
9068	objBard		Dad loves me ...	
9069	objMiriam		EDS number.	
9070	objMiriam		Our oldest.	
9071	objMiriam		That's right, he does not want to run away.	
9072	objMiriam		Oh, I say ...	
9073	objMiriam		{size .7}You {wiggle}know ...{/wiggle}	
				
9074	objMiriam		beocæn	
9075	objMiriam		Do you just want to download?	
9076	objBard		Come {shake}on!{/shake}	
9077	objBard		And ... try again.	
9078	objMiriam		They are not helpers.	
9079	objBard		Miriam, you're so beautiful.	
9080	objBard		Trust someone else!	
9081	objBard		Help me, it's your turn.	
				
9082	objMiriam		Transport	
9083	objMiriam		I do not like these people	
9084	objMiriam		Birds can attack them.	
9085	objMiriam		Or else ...	
9086	objMiriam		LOL - League of Legends I'm right here.	
9087	objMiriam		The way people treat me ...	
9089	objMiriam		{shake}We do not attack worms.{/shake} Transport	
9090	objMiriam		hate bad government.	
9091	objMiriam		but ...	
9092	objMiriam		ANIMALS are everywhere.	
9093	objMiriam		I do not know what it is...	
				
9094	objMiriam		Tired of this place?	
9095	objMiriam		I have to jump	
9096	objBard		Kitchen!	
9097	objBard		Well!	
9098	objMiriam		Given.	
9099	objBard		Kitchen!	
9100	objBard		Well!	
				
9101	objMiriam		Is it true? EVERYTHING IS OKAY...	
				
9102	objMiriam		Transport	
9103	objMiriam		We can all see why	
9104	objMiriam		I hate this place ...	
9105	objMiriam		Yes I understand.	
9106	objMiriam		They were here. Transport	
				
9107	objMiriam		It's close to. A woman wants a great job.	
9108	objMiriam		The food here is delicious and tasty.	
9109	objMiriam		You're here already	
				
9110	objBard		Where are they now?	
9111	objMiriam		I think I like this.	
9112	objMiriam		Everything is going well in the spirit world.	
9113	objMiriam		That the dead prince may not return	
9114	objMiriam		That's a different story.	
9115	objMiriam		Art...	
